3083.2941 ; 2827.00 ; 3073.02 ; 85.00 ; 
3099.3529 ; 2837.00 ; 3083.10 ; 85.00 ; 
3115.4118 ; 2862.00 ; 3108.20 ; 85.00 ; 
3131.4706 ; 2877.00 ; 3123.20 ; 85.00 ; 
3147.5294 ; 2891.00 ; 3137.15 ; 85.00 ; 
3163.5882 ; 2906.00 ; 3152.06 ; 85.00 ; 
3179.6471 ; 2927.00 ; 3172.83 ; 85.00 ; 
3195.7059 ; 2929.00 ; 3174.80 ; 85.00 ; 
3211.7647 ; 2950.00 ; 3195.46 ; 85.00 ; 
3227.8235 ; 2954.00 ; 3199.39 ; 85.00 ; 
3243.8824 ; 2978.00 ; 3222.84 ; 85.00 ; 
3259.9412 ; 3005.00 ; 3249.04 ; 85.00 ; 
3276.0000 ; 3009.00 ; 3252.91 ; 84.00 ; 
3292.0588 ; 3024.00 ; 3267.37 ; 85.00 ; 
3308.1176 ; 3047.00 ; 3289.41 ; 85.00 ; 
3324.1765 ; 3067.00 ; 3308.46 ; 86.00 ; 
3340.2353 ; 3088.00 ; 3328.33 ; 85.00 ; 
3356.2941 ; 3101.00 ; 3340.56 ; 86.00 ; 
3372.3529 ; 3119.00 ; 3357.42 ; 85.00 ; 
3388.4118 ; 3141.00 ; 3377.87 ; 85.00 ; 
3404.4706 ; 3143.00 ; 3379.72 ; 85.00 ; 
3420.5294 ; 3167.00 ; 3401.84 ; 85.00 ; 
3436.5882 ; 3187.00 ; 3420.12 ; 85.00 ; 
3452.6471 ; 3203.00 ; 3434.65 ; 86.00 ; 
3468.7059 ; 3223.00 ; 3452.67 ; 85.00 ; 
3484.7647 ; 3243.00 ; 3470.55 ; 85.00 ; 
3500.8235 ; 3263.00 ; 3488.28 ; 85.00 ; 
3516.8824 ; 3279.00 ; 3502.35 ; 85.00 ; 
3532.9412 ; 3295.00 ; 3516.31 ; 86.00 ; 
3549.0000 ; 3317.00 ; 3535.35 ; 85.00 ; 
3565.0588 ; 3343.00 ; 3557.59 ; 85.00 ; 
3581.1176 ; 3359.00 ; 3571.13 ; 85.00 ; 
3597.1765 ; 3383.00 ; 3591.24 ; 85.00 ; 
3613.2353 ; 3406.00 ; 3610.26 ; 86.00 ; 
3629.2941 ; 3427.00 ; 3627.42 ; 85.00 ; 
3645.3529 ; 3447.00 ; 3643.56 ; 85.00 ; 
3661.4118 ; 3475.00 ; 3665.84 ; 85.00 ; 
3677.4706 ; 3503.00 ; 3687.73 ; 85.00 ; 
3693.5294 ; 3515.00 ; 3696.99 ; 85.00 ; 
3709.5882 ; 3536.00 ; 3713.00 ; 85.00 ; 
3725.6471 ; 3568.00 ; 3736.96 ; 85.00 ; 
3741.7059 ; 3583.00 ; 3748.00 ; 85.00 ; 
3757.7647 ; 3619.00 ; 3773.96 ; 85.00 ; 
3773.8235 ; 3639.00 ; 3788.07 ; 85.00 ; 
3789.8824 ; 3659.00 ; 3801.93 ; 85.00 ; 
3805.9412 ; 3687.00 ; 3820.93 ; 86.00 ; 
3822.0000 ; 3693.00 ; 3824.94 ; 85.00 ; 
3838.0588 ; 3739.00 ; 3854.92 ; 86.00 ; 
3854.1176 ; 3767.00 ; 3872.49 ; 85.00 ; 
3870.1765 ; 3790.00 ; 3886.53 ; 86.00 ; 
3886.2353 ; 3823.00 ; 3906.03 ; 86.00 ; 
3902.2941 ; 3854.00 ; 3923.65 ; 85.00 ; 
3918.3529 ; 3886.00 ; 3941.10 ; 85.00 ; 
3934.4118 ; 3910.00 ; 3953.68 ; 86.00 ; 
3950.4706 ; 3935.00 ; 3966.32 ; 85.00 ; 
3966.5294 ; 3983.00 ; 3989.20 ; 86.00 ; 
3982.5882 ; 4019.00 ; 4005.12 ; 86.00 ; 
3998.6471 ; 4023.00 ; 4006.82 ; 85.00 ; 
4014.7059 ; 4063.00 ; 4023.09 ; 85.00 ; 
4030.7647 ; 4077.00 ; 4028.46 ; 85.00 ; 
4046.8235 ; 4095.00 ; 4035.10 ; 85.00 ; 
4062.8824 ; 4095.00 ; 4035.10 ; 85.00 ; 
4078.9412 ; 4095.00 ; 4035.10 ; 85.00 ; 
4095.0000 ; 4095.00 ; 4035.10 ; 84.00 ; 
0.0000 ; 0.00 ; 17.59 ; 81.00 ; 
16.0588 ; 0.00 ; 17.59 ; 82.00 ; 
32.1176 ; 0.00 ; 17.59 ; 83.00 ; 
48.1765 ; 10.00 ; 29.75 ; 85.00 ; 
64.2353 ; 23.00 ; 45.50 ; 85.00 ; 
80.2941 ; 34.00 ; 58.78 ; 84.00 ; 
96.3529 ; 56.00 ; 85.23 ; 85.00 ; 
112.4118 ; 66.00 ; 97.20 ; 85.00 ; 
128.4706 ; 80.00 ; 113.91 ; 85.00 ; 
144.5294 ; 109.00 ; 148.34 ; 85.00 ; 
160.5882 ; 112.00 ; 151.89 ; 85.00 ; 
176.6471 ; 129.00 ; 171.94 ; 85.00 ; 
192.7059 ; 144.00 ; 189.57 ; 85.00 ; 
208.7647 ; 156.00 ; 203.63 ; 85.00 ; 
224.8235 ; 176.00 ; 226.98 ; 85.00 ; 
240.8824 ; 182.00 ; 233.96 ; 85.00 ; 
256.9412 ; 204.00 ; 259.49 ; 84.00 ; 
273.0000 ; 208.00 ; 264.11 ; 84.00 ; 
289.0588 ; 229.00 ; 288.35 ; 85.00 ; 
305.1176 ; 244.00 ; 305.59 ; 85.00 ; 
321.1765 ; 256.00 ; 319.35 ; 85.00 ; 
337.2353 ; 272.00 ; 337.64 ; 85.00 ; 
353.2941 ; 282.00 ; 349.05 ; 84.00 ; 
369.3529 ; 304.00 ; 374.06 ; 85.00 ; 
385.4118 ; 314.00 ; 385.39 ; 85.00 ; 
401.4706 ; 332.00 ; 405.75 ; 85.00 ; 
417.5294 ; 338.00 ; 412.52 ; 85.00 ; 
433.5882 ; 360.00 ; 437.28 ; 85.00 ; 
449.6471 ; 373.00 ; 451.87 ; 85.00 ; 
465.7059 ; 385.00 ; 465.31 ; 85.00 ; 
481.7647 ; 400.00 ; 482.07 ; 85.00 ; 
497.8235 ; 418.00 ; 502.13 ; 85.00 ; 
513.8824 ; 440.00 ; 526.58 ; 85.00 ; 
529.9412 ; 448.00 ; 535.45 ; 85.00 ; 
546.0000 ; 465.00 ; 554.26 ; 84.00 ; 
562.0588 ; 480.00 ; 570.83 ; 85.00 ; 
578.1176 ; 496.00 ; 588.46 ; 85.00 ; 
594.1765 ; 486.00 ; 577.45 ; 85.00 ; 
610.2353 ; 528.00 ; 623.62 ; 85.00 ; 
626.2941 ; 545.00 ; 642.24 ; 85.00 ; 
642.3529 ; 560.00 ; 658.64 ; 85.00 ; 
658.4118 ; 576.00 ; 676.10 ; 85.00 ; 
674.4706 ; 588.00 ; 689.17 ; 84.00 ; 
690.5294 ; 600.00 ; 702.23 ; 85.00 ; 
706.5882 ; 613.00 ; 716.36 ; 85.00 ; 
722.6471 ; 624.00 ; 728.30 ; 85.00 ; 
738.7059 ; 667.00 ; 774.87 ; 85.00 ; 
